115,4,4,4014
116,3,4,4084
117,3,4,4226
118,4,4,4238
119,3,4,4848
120,4,4,4896
121,3,4,5679
122,3,5,7
123,2,5,157
124,4,5,296
125,5,5,541
126,5,5,750
127,5,5,858
128,5,5,908
129,5,5,1193
130,4,5,1198
131,5,5,1201
132,5,5,1204
133,4,5,1225
134,5,5,1230
135,5,5,1254
136,5,5,1263
137,5,5,1270
138,5,5,1302
139,5,5,1945
140,2,5,2163
141,5,5,2707
142,1,5,2877
143,5,5,3079
144,4,5,3114
145,5,5,3156
146,4,5,3198
147,3,5,3255
148,3,6,11
149,3,6,1198
150,4,6,2565
151,5,6,2628
152,5,7,293
153,4,7,318
154,4,7,2571
155,4.5,7,2858
156,4.5,7,2959
157,5,7,3535
158,1.5,7,3948
159,4,7,4022
160,2.5,7,4306
161,4.5,7,4896
162,5,7,4993
163,4,7,5618
164,2,7,5810
165,4.5,7,5816
166,3.5,7,6377
167,2,7,6934
168,4.5,7,7153
169,4,7,8368
170,4,7,8533
171,2.5,7,8961
172,2.5,7,30793
173,4,7,33794
174,3,7,35836
175,3,7,39183
176,2.5,7,40815
177,2,7,41566
178,4,7,50872
179,2.5,7,51255
180,3,7,54001
181,4,7,54272
182,3.5,7,54503
183,2,7,55247
184,5,7,58559
185,1,7,60074
186,3.5,7,63082
187,3,7,68954
188,3.5,7,69844
189,2.5,7,72378
190,3,7,79132
191,3.5,7,80463
192,3,7,81834
193,4.5,7,88125
194,4,7,88129
195,1.5,7,88744
196,2.5,7,89745
197,4.5,7,91529
198,4.5,7,98809
199,2,7,99114
200,4,7,106489
201,3.5,7,106920
202,4.5,7,116797
203,1,7,122904
204,2.5,7,134853
205,4,8,1
206,2,8,7
207,3,8,44
208,4,8,47
209,3,8,170
210,3,8,208
211,5,8,318
212,1,8,420
213,4,8,553
214,2,8,585
215,4,8,647
216,4,8,653
217,2,8,784
218,2,8,832
219,2,8,852
220,4,8,912
221,4,8,968
222,3,8,1037
223,4,8,1210
224,3,8,1211
225,3,8,1228
226,3,8,1265
227,5,8,1266
228,4,8,1287
229,5,8,1292
230,3,8,1304
231,1,8,1339
232,3,8,1343
233,1,8,1404
234,4,8,1405
235,3,8,1499
236,4,8,1591
237,3,8,1626
238,2,8,1653
239,1,8,1792
240,1,8,1837
241,3,8,1876
242,2,8,1882
243,3,8,1965
244,3,8,1968
245,5,8,2019
246,3,8,2022
247,2,8,2110
248,2,8,2193
249,3,8,2240
250,2,8,2300
251,3,8,2313
252,3,8,2334
253,3,8,2416
254,3,8,2469
255,2,8,2474
256,4,8,2571
257,4,8,2596
258,2,8,2600
259,4,8,2670
260,2,8,2762
261,3,8,2919
262,4,8,2985
263,3,8,3016
264,3,8,3036
265,3,8,3082
266,4,8,3091
267,2,8,3107
268,3,8,3146
269,3,8,3147
270,5,8,3175
271,2,8,3197
272,4,8,3203
273,1,8,3354
274,4,8,3359
275,5,8,3527
276,5,8,3634
277,4,8,3660
278,3,8,3671
279,4,8,3679
280,3,8,3785
281,4,8,3841
282,4,8,3868
283,1,8,3986
284,1,8,4084
285,3,8,4085
286,2,8,4291
287,2,8,4361
288,3,8,4366
289,3,8,4367
290,4,8,4443
291,3,8,4466
292,4,8,4541
293,3,8,4563
294,3,8,4571
295,3,8,4638
296,2,8,4643
297,3,8,4654
298,1,8,4681
299,2,8,4787
300,4,8,4896
301,3,8,4901
302,3,8,4954
303,4,8,4956
304,2,8,4963
305,2,8,4971
306,4,8,4979
307,2,8,4980
308,4,8,4993
309,2,8,5002
310,5,8,5008
311,2,8,5026
312,1,8,5033
313,3,8,5036
314,4,8,5054
315,3,8,5064
316,2,8,5120
317,2,8,5125
318,4.5,9,1
319,4,9,150
320,5,9,342
321,4,9,497
322,3,9,594
323,4,9,750
324,2,9,852
325,5,9,1059
326,2,9,1079
327,4,9,1183
328,4.5,9,1188
329,4.5,9,1197
330,4,9,1207
331,4.5,9,1246
332,4,9,1262
333,3.5,9,1291
334,3.5,9,1304
335,2.5,9,1391
336,4,9,1527
337,4.5,9,1653
338,0.5,9,1676
339,4.5,9,1682
340,3.5,9,2245
341,4,9,2321
342,5,9,2324
343,4.5,9,2355
344,4.5,9,2395
345,5,9,2396
346,3.5,9,2571
347,2,9,2640
348,4,9,2762
349,4.5,9,2858
350,4.5,9,3114
351,3.5,9,3408
352,2.5,9,3535
353,3,9,3538
354,3.5,9,3717
355,4,9,3751
356,4,9,3793
357,3.5,9,3948
358,4.5,9,3967
359,3.5,9,3969
360,4,9,3996
361,4.5,9,4014
362,5,9,4027
363,4,9,4103
364,4,9,4226
365,4,9,4246
366,5,9,4306
367,5,9,4308
368,2.5,9,4367
369,2.5,9,4370
370,3,9,4848
371,4,9,4878
372,4,9,4881
373,4,9,4886
374,3.5,9,4896
375,4,9,4963
376,5,9,4973
377,4.5,9,4979
378,5,9,4993
379,3,9,5013
380,3.5,9,5016
381,3,9,5151
382,5,9,5299
383,4,9,5349
384,2.5,9,5378
385,4,9,5380
386,3,9,5445
387,3.5,9,5459
388,3,9,5502
389,4,9,5669
390,3.5,9,5816
391,3,9,5872
392,3.5,9,5902
393,5,9,5952
394,5,9,5989
395,4.5,9,5991
396,3,9,6157
397,4,9,6333
398,3,9,6365
399,5,9,6539
400,4,9,6568
401,5,9,7153
402,4,10,150
403,3,10,153
404,4,10,165
405,5,10,296
406,4,10,344
407,5,10,349
408,5,10,380
409,4,10,457
410,5,10,588
411,3,10,590
412,4,10,592
413,4,10,593
414,5,10,595
415,3.5,11,32
416,4,11,34
417,3.5,11,47
418,3.5,11,110
419,3.5,11,165
420,2.5,11,231
421,3,11,260
422,4,11,296
423,4.5,11,318
424,3,11,344
425,4,11,356
426,3,11,364
427,3.5,11,457
428,3.5,11,480
429,4,11,500
430,2,11,520
431,4.5,11,527
432,4,11,593
433,3,11,736
434,3,11,750
435,2,11,784
436,4,11,1073
437,3.5,11,1089
438,3.5,11,1127
439,2.5,11,1265
440,3,11,1270
441,3,11,1276
442,3.5,11,1370
443,3.5,11,1527
444,3.5,11,1573
445,4,11,1721
446,4,11,1923
447,4,11,2028
448,2.5,11,2054
449,3,11,2571
450,2.5,11,2959
451,4,11,3408
452,4,11,3409
453,3,11,3440
454,3.5,11,3513
455,4,11,3555
456,4,11,3578
457,3,11,3977
458,3.5,11,4022
459,3.5,11,4027
460,1,11,4036
461,3.5,11,4052
462,2.5,11,4226
463,3.5,11,4238
464,2,11,4878
465,3.5,11,4963
466,4.5,11,4973
467,4,11,4993
468,4,11,4995
469,4.5,11,5064
470,3.5,11,5418
471,4,11,5952
472,4,11,5989
473,3.5,11,6058
474,3.5,11,6377
475,2.5,11,6539
476,2.5,11,6624
477,3.5,11,6870
478,3.5,11,6942
479,4,11,7153
480,3.5,11,7347
481,2,11,7361
482,3,11,7439
483,4,11,8665
484,4.5,11,27700
485,3,11,33437
486,3.5,11,33679
487,4,11,33794
488,3,11,36513
489,3,11,37653
490,3,11,37727
491,2.5,11,37741
492,2.5,11,40148
493,4,11,40339
494,2,11,42013
495,3,11,43679
496,4,11,44199
497,4,11,44555
498,3,11,45442
499,2,11,45672
500,0.5,11,45728
501,4,11,46723
502,2,11,46948
503,2.5,11,47394
504,3,11,47518
505,4,11,47610
506,3.5,11,47629
507,3,11,47642
508,0.5,11,48043
509,4.5,11,48304
510,1.5,11,48326
511,3,11,48394
512,3.5,11,48516
513,2.5,11,48593
514,3.5,11,48738
515,3.5,11,48774
516,4.5,11,48780
517,5,11,48997
518,3.5,11,49130
519,3.5,11,49272
520,1.5,11,49280
521,3.5,11,49530
522,3.5,11,49910
523,3,11,50068
524,2.5,11,50442
525,2.5,11,50601
526,1.5,11,50794
527,3.5,11,50872
528,2.5,11,51077
529,2,11,51086
530,2,11,51091
531,3,11,51255
532,3.5,11,51412
533,3,11,51418
534,4,11,51540
535,3,11,51575
536,3,11,51931
537,4,11,51935
538,3.5,11,52245
539,2.5,11,52281
540,3.5,11,52321
541,3.5,11,52328
542,4,11,52448
543,3,11,52458
544,3.5,11,52604
545,2.5,11,52644
546,4,11,52694
547,3,11,52712
548,3.5,11,52952
549,3.5,11,52973
550,2,11,52975
551,2.5,11,53125
552,4,11,53129
553,3.5,11,53207
554,3.5,11,53318
555,4,11,53322
556,2.5,11,53519
557,4,11,53550
558,3.5,11,53921
559,3,11,53953
560,4,11,53972
561,3.5,11,53996
562,3,11,54259
563,4,11,54286
564,4,11,54503
565,3.5,11,54736
566,1,11,54775
567,2.5,11,54780
568,2.5,11,54787
569,4,11,54997
570,3,11,54999
571,3,11,55052
572,3,11,55080
573,3,11,55094
574,3.5,11,55116
575,3.5,11,55118
576,1.5,11,55232
577,4.5,11,55247
578,3.5,11,55276
579,2,11,55286
580,4,11,55290
581,3,11,55363
582,2,11,55729
583,3.5,11,55765
584,2,11,55814
585,4.5,11,55820
586,3,11,55830
587,3,11,55946
588,1,11,55995
589,3.5,11,56145
590,2.5,11,56156
591,2,11,56171
592,3.5,11,56174
593,3.5,11,56339
594,4,11,56367
595,3.5,11,56587
596,4,11,56607
597,2.5,11,56633
598,4,11,56757
599,3,11,56775
600,5,11,56782
601,2,11,56941
602,3.5,11,57353
603,3.5,11,57368
604,3,11,57528
605,3,11,57669
606,3,11,58025
607,3,11,58078
608,4,11,58103
609,2.5,11,58162
610,4,11,58295
611,3.5,11,58303
612,1.5,11,58306
613,4.5,11,58559
614,2,11,58806
615,2,11,58839
616,3,11,58975
617,3,11,59016
618,1.5,11,59103
619,2.5,11,59107
620,4.5,11,59141
621,3.5,11,59256
622,3.5,11,59315
623,2.5,11,59362
624,5,11,59369
625,2.5,11,59387
626,2.5,11,59501
627,2.5,11,59900
628,4.5,11,60069
629,3,11,60072
630,3,11,60126
631,2,11,60397
632,3.5,11,60753
633,3.5,11,61132
634,3.5,11,61248
635,3.5,11,61323
636,3.5,11,61352
637,3,11,61697
638,3.5,11,62081
639,4,11,62644
640,4,11,63853
641,3,11,64957
642,4,12,1
643,4,12,16
644,4,12,17
645,5,12,29
646,2,12,32
647,5,12,34
648,3,12,36
649,5,12,47
650,5,12,50
651,2,12,73
652,4,12,82
653,4,12,97
654,5,12,123
655,5,12,125
656,5,12,150
657,1,12,155
658,1,12,157
659,1,12,160
660,4,12,162
661,5,12,175
662,4,12,176
663,5,12,194
664,1,12,198
665,5,12,223
666,4,12,232
667,5,12,235
668,5,12,246
669,5,12,247
670,5,12,260
671,3,12,273
672,5,12,290
673,4,12,293
674,5,12,296
675,2,12,301
676,5,12,307
677,4,12,309
678,4,12,318
679,5,12,322
680,3,12,334
681,4,12,337
682,4,12,348
683,3,12,356
684,4,12,363
685,5,12,373
686,4,12,441
687,5,12,446
688,3,12,457
689,3,12,475
690,4,12,492
691,4,12,497
692,5,12,501
693,3,12,523
694,5,12,527
695,4,12,529
696,4,12,535
697,4,12,541
698,5,12,549
699,3,12,555
700,3,12,568
701,5,12,581
702,3,12,589
703,4,12,590
704,4,12,593
705,3,12,595
706,5,12,608
707,4,12,728
708,5,12,735
709,5,12,750
710,5,12,759
711,5,12,778
712,5,12,800
713,4,12,858
714,3,12,866
715,3,12,899
716,5,12,903
717,4,12,904
718,5,12,912
719,4,12,916
720,4,12,926
721,3,12,940
722,4,12,953
723,3,12,969
724,5,12,994
725,5,12,1023
726,4,12,1036
727,4,12,1041
728,4,12,1059
729,4,12,1060
730,5,12,1079
731,5,12,1080
732,4,12,1086
733,5,12,1089
734,5,12,1111
735,3,12,1120
736,4,12,1132
737,5,12,1136
738,5,12,1147
739,5,12,1148
740,5,12,1172
741,4,12,1177
742,5,12,1184
743,4,12,1185
744,5,12,1192
745,5,12,1193
746,4,12,1196
747,5,12,1197
748,4,12,1198
749,5,12,1199
750,4,12,1206
751,4,12,1207
752,4,12,1208
753,5,12,1211
754,4,12,1213
755,2,12,1214
756,5,12,1216
757,5,12,1217
758,3,12,1219
759,4,12,1221
760,4,12,1224
761,5,12,1225
762,4,12,1230
763,4,12,1233
764,4,12,1234
765,4,12,1240
766,4,12,1242
767,4,12,1245
768,5,12,1246
769,4,12,1263
770,4,12,1264
771,2,12,1270
772,5,12,1273
773,4,12,1277
774,5,12,1279
775,5,12,1280
776,5,12,1285
777,5,12,1289
778,4,12,1291
779,4,12,1293
780,5,12,1299
781,5,12,1354
782,2,12,1356
783,3,12,1357
784,4,12,1358
785,5,12,1394
786,4,12,1449
787,1,12,1499
788,4,12,1517
789,5,12,1537
790,4,12,1545
791,1,12,1552
792,3,12,1584
793,1,12,1587
794,4,12,1610
795,5,12,1617
796,4,12,1625
797,4,12,1635
798,5,12,1639
799,3,12,1641
800,4,12,1643
801,5,12,1648
802,1,12,1658
803,2,12,1672
804,3,12,1673
805,4,12,1674
806,5,12,1678
807,4,12,1682
808,4,12,1683
809,3,12,1684
810,3,12,1701
811,4,12,1704
812,5,12,1719
813,2,12,1721
814,4,12,1730
815,3,12,1784
816,4,12,1794
817,5,12,1799
818,3,12,1834
819,4,12,1836
820,4,12,1883
821,1,12,1892
822,5,12,1914
823,2,12,1923
824,4,12,1952
825,2,12,1954
826,4,12,1957
827,5,12,1960
828,3,12,1961
829,4,12,1962
830,5,12,2020
831,5,12,2028
832,4,12,2064
833,4,12,2081
834,4,12,2095
835,4,12,2108
836,5,12,2136
837,2,12,2144
838,3,12,2150
839,4,12,2160
840,3,12,2174
841,3,12,2193
842,3,12,2194
843,5,12,2243
844,5,12,2248
845,3,12,2252
846,1,12,2263
847,1,12,2266
848,3,12,2268
849,4,12,2291
850,2,12,2294
851,5,12,2302
852,4,12,2312
853,4,12,2331
854,4,12,2333
855,4,12,2348
856,4,12,2355
857,2,12,2363
858,5,12,2391
859,2,12,2394
860,1,12,2416
861,2,12,2419
862,2,12,2431
863,1,12,2520
864,5,12,2542
865,5,12,2571
866,4,12,2572
867,5,12,2580
868,3,12,2628
869,5,12,2657
870,5,12,2692
871,4,12,2702
872,3,12,2716
873,4,12,2739
874,3,12,2762
875,1,12,2791
876,3,12,2797
877,1,12,2840
878,3,12,2841
879,5,12,2858
880,4,12,2871
881,4,12,2916
882,2,12,2985
883,2,12,2987
884,5,12,2997
885,5,12,3052
886,4,12,3077
887,4,12,3079
888,3,12,3100
889,3,12,4424
890,2,13,1911
891,3.5,13,1965
892,4.5,13,2116
893,3,13,2431
894,2.5,13,3258
895,1.5,13,3444
896,3,13,6957
897,4,13,33004
898,2,13,43560
899,3.5,13,56607
900,1.5,13,58047
901,2,14,293
902,2.5,14,318
903,4.5,14,2571
904,3,14,2959
905,5,14,168252
906,4,15,6
907,3.5,15,107
908,0.5,15,135
909,1.5,15,260
910,5,15,293
911,4.5,15,296
912,1.5,15,348
913,3.5,15,349
914,4,15,362
915,3,15,441
916,2.5,15,531
917,4.5,15,541
918,4,15,555
919,3.5,15,589
920,5,15,599
921,5,15,608
922,2,15,733
923,4,15,745
924,5,15,750
925,4.5,15,778
926,0.5,15,838
927,5,15,969
928,4.5,15,1036
929,5,15,1079
930,5,15,1080
931,1.5,15,1093
932,4.5,15,1148
933,3,15,1188
934,1,15,1196
935,4.5,15,1197
936,4,15,1198
937,5,15,1200
938,5,15,1201
939,4.5,15,1208
940,3.5,15,1209
941,5,15,1214
942,3.5,15,1220
943,4,15,1223
944,4,15,1233
945,4.5,15,1234
946,4,15,1240
947,3.5,15,1249
948,4,15,1261
949,4,15,1262
950,5,15,1265
951,5,15,1272
952,5,15,1278
953,3,15,1287
954,3,15,1291
955,5,15,1303
956,4.5,15,1304
957,3.5,15,1321
958,1,15,1378
959,5,15,1387
960,5,15,1394
961,1,15,1396
962,5,15,1408
963,5,15,1527
964,3.5,15,1580
965,4.5,15,1610
966,5,15,1732
967,4,15,1784
968,0.5,15,1831
969,4,15,1884
970,4.5,15,1953
971,4,15,1954
972,4,15,1960
973,4,15,2028
974,2.5,15,2072
975,1,15,2108
976,3,15,2194
977,3.5,15,2300
978,4.5,15,2401
979,5,15,2502
980,2.5,15,2529
981,4.5,15,2542
982,4,15,2571
983,4.5,15,2692
984,3.5,15,2716
985,3,15,2728
986,3.5,15,2797
987,4,15,2871
988,3,15,2918
989,4.5,15,2944
990,2.5,15,2947
991,4.5,15,2951
992,4,15,2959
993,4,15,2997
994,5,15,3030
995,4.5,15,3037
996,4,15,3066
997,3.5,15,3112
998,3,15,3252
999,4,15,3265
1000,3.5,15,3267
1001,2.5,15,3275
1002,3,15,3361
1003,5,15,3362
1004,4,15,3384
1005,4,15,3481
1006,4.5,15,3504
1007,4.5,15,3507
1008,5,15,3508
1009,4.5,15,3527
1010,0.5,15,3555
1011,4,15,3578
1012,2,15,3654
1013,5,15,3671
1014,4.5,15,3681
1015,2.5,15,3703
1016,4,15,3836
1017,3.5,15,3868
1018,4,15,3996
1019,4,15,4011
1020,5,15,4027
1021,5,15,4262
1022,4,15,4327
1023,4.5,15,4855
1024,4,15,4881
1025,4,15,4886
1026,4.5,15,4973
1027,5,15,4979
1028,2,15,5010
1029,5,15,5060
1030,4.5,15,5418
1031,3.5,15,5445
1032,5,15,5782
1033,4.5,15,5899
1034,2.5,15,5903
1035,5,15,6016
1036,4,15,6377
1037,3,15,6448
1038,4.5,15,6502
1039,4,15,6711
1040,4.5,15,6807
1041,4,15,6808
1042,4,15,6874
1043,3,15,6893
1044,5,15,6947
1045,4,15,7022
1046,3,15,7076
1047,3,15,7090
1048,0.5,15,7143
1049,4,15,7438
1050,4,15,7445
1051,4.5,15,7802
1052,4,15,7980
1053,4,15,8132
1054,3,15,8169
1055,3.5,15,8665
1056,3,15,8798
1057,5,15,8874
1058,4,15,8949
1059,5,15,8961
1060,4,15,26172
1061,4.5,15,26614
1062,3,15,27728
1063,4,15,27831
1064,3.5,15,27869
1065,3,15,31878
1066,4.5,15,32587
1067,4.5,15,33794
1068,4.5,15,34405
1069,4.5,15,36529
1070,0.5,15,37731
1071,5,15,37733
1072,4,15,38038
1073,4,15,38061
1074,5,15,39381
1075,4,15,41997
1076,5,15,44191
1077,4.5,15,44195
1078,2.5,15,45517
1079,5,15,46578
1080,4.5,15,46976
1081,4,15,48774
1082,4,15,49272
1083,3.5,15,49530
1084,5,15,50872
1085,5,15,51255
1086,2,15,51662
1087,3,15,53972
1088,4,15,54286
1089,4,15,54995
1090,0.5,15,54997
1091,5,15,55118
1092,0.5,15,55247
1093,4,15,55765
1094,3.5,15,58295
1095,5,15,58559
1096,1.5,15,59315
1097,2.5,15,59369
1098,3.5,15,59784
1099,4.5,15,60684
1100,2.5,15,62849
1101,4,15,65596
1102,3.5,15,66297
1103,3.5,15,68157
1104,3.5,15,68358
1105,5,15,68954
1106,4,15,69481
1107,5,15,69524
1108,2,15,69757
1109,4.5,15,71535
1110,3.5,15,72998
1111,3,15,73017
1112,4.5,15,76251
1113,2,15,79132
1114,0.5,15,79702
1115,3.5,15,81229
1116,2,15,81564
1117,4,15,81834
1118,3.5,15,85354
1119,4,15,86142
1120,4,15,87232
1121,4,15,88125
1122,4,15,88744
1123,2.5,15,89745
1124,4.5,15,89774
1125,5,15,90600
1126,3.5,15,91500
1127,3.5,15,91529
1128,0.5,15,91542
1129,3.5,15,93510
1130,2.5,15,93838
1131,3.5,15,95167
1132,4.5,16,32
1133,5,16,50
1134,5,16,111
1135,4.5,16,198
1136,3.5,16,260
1137,5,16,296
1138,3.5,16,316
1139,5,16,318
1140,4,16,380
1141,4.5,16,480
1142,5,16,541
1143,5,16,589
1144,4.5,16,593
1145,5,16,924
1146,4.5,16,968
1147,4,16,1036
1148,5,16,1080
1149,5,16,1089
1150,4.5,16,1129
1151,5,16,1136
1152,3.5,16,1196
1153,4,16,1198
1154,5,16,1200
1155,4.5,16,1206
1156,5,16,1208
1157,4,16,1210
1158,5,16,1214
1159,5,16,1220
1160,5,16,1222
1161,5,16,1240
1162,4.5,16,1241
1163,4.5,16,1255
1164,5,16,1261
1165,4.5,16,1270
1166,4.5,16,1288
1167,5,16,1291
1168,4.5,16,1320
1169,4.5,16,1321
1170,4.5,16,1527
1171,4.5,16,1580
1172,5,16,1653
1173,4.5,16,1676
1174,4,16,1682
1175,4,16,1690
1176,4.5,16,1732
1177,5,16,1884
1178,4,16,1982
1179,5,16,2105
1180,4.5,16,2174
1181,4,16,2193
1182,5,16,2288
1183,5,16,2329
1184,5,16,2455
1185,4.5,16,2528
1186,4.5,16,2571
1187,4.5,16,2662
1188,5,16,2791
1189,5,16,2858
1190,4.5,16,2916
1191,5,16,2959
1192,4.5,16,2985
1193,4.5,16,2997
1194,5,16,3018
1195,4,16,3033
1196,4.5,16,3147
1197,3.5,16,3156
1198,4.5,16,3275
1199,4,16,3300
1200,5,16,3527
1201,4.5,16,3698
1202,4,16,3702
1203,5,16,3703
1204,4.5,16,3704
1205,4.5,16,3868
1206,4.5,16,3917
1207,4.5,16,4011
1208,4.5,16,4226
1209,5,16,4239
1210,5,16,4262
1211,5,16,4553
1212,4.5,16,4878
1213,4,16,4975
1214,5,16,4995
1215,4,16,5254
1216,4.5,16,5445
1217,4,16,5669
1218,4.5,16,5853
1219,4.5,16,5903
1220,4.5,16,5989
1221,4.5,16,6016
1222,5,16,6502
1223,3.5,16,6537
1224,4.5,16,6731
1225,4,16,7153
1226,4.5,16,7202
1227,4,16,7387
1228,4.5,16,7984
1229,4,16,8464
1230,4,16,8501
1231,4,16,8622
1232,4,16,8644
1233,4.5,16,8861
1234,4,16,8985
1235,4,16,26558
1236,4.5,16,27846
1237,5,16,31658
1238,4,16,34292
1239,4.5,16,34405
1240,4,16,37386
1241,4,16,42738
1242,5,16,44191
1243,5,16,48394
1244,5,16,48516
1245,4,16,48774
1246,4,16,54286
1247,4.5,16,54881
1248,5,16,55232
1249,4,16,55820
1250,4.5,16,56174
1251,4,16,59315
1252,4,16,60069
1253,2,16,60684
1254,4,16,62733
1255,4,16,65982
1256,4,16,68205
1257,4.5,16,68237
1258,4.5,16,68358
1259,4.5,16,68791
1260,5,16,68954
1261,5,16,70286
1262,5,16,71135
1263,4,16,71282
1264,2,16,72129
1265,4,16,72998
1266,4,16,73268
1267,4,16,75985
1268,4,16,78499
1269,5,16,79057
1270,4,16,79132
1271,4,16,79592
1272,4.5,16,80463
1273,4.5,16,80862
1274,4,16,82461
1275,4.5,16,84772
1276,4.5,16,84954
1277,4,16,85414
1278,4.5,16,87232
1279,5,16,88744
1280,4.5,16,89470
1281,4,16,89745
1282,4.5,16,90345
1283,4,16,93563
1284,4.5,16,94777
1285,3.5,16,94864
1286,4,16,95875
1287,4.5,16,96737
1288,4.5,16,98122
1289,4,16,101864
1290,4.5,16,102070
1291,4.5,16,103042
1292,4,16,103228
1293,5,16,103249
1294,4.5,16,103253
1295,5,16,106920
1296,4,16,108945
1297,4,16,110102
1298,4,16,111235
1299,4.5,16,111362
1300,4.5,16,111759
1301,5,16,112552
1302,5,16,112623
1303,5,16,112852
1304,4.5,16,114180
1305,4.5,16,115713
1306,4,16,119145
1307,4.5,16,120466
1308,4,16,122892
1309,4,16,122904
1310,4,16,134130
1311,3,16,134853
1312,4,16,135567
1313,4.5,16,135569
1314,5,17,356
1315,4,17,593
1316,5,17,597
1317,4,17,1089
1318,3,17,1753
1319,4,17,2109
1320,4,17,3210
1321,3,17,3987
1322,4,17,4020
1323,5,17,4023
1324,4,17,4143
1325,2,17,4149
1326,3,17,4155
1327,3,17,4159
1328,4,17,4161
1329,4,17,4226
1330,2,17,4228
1331,4,17,4239
1332,3,17,4247
1333,5,17,4265
1334,2,17,4270
1335,3,17,4310
1336,4,17,4718
1337,2,17,4745
1338,5,18,81
1339,5,18,912
1340,5,18,1193
1341,3,18,1270
1342,5,18,1295
1343,2,18,3005
1344,1,19,327
1345,2.5,19,481
1346,2.5,19,880
1347,2,19,1125
1348,3,19,1175
1349,2.5,19,1292
1350,3,19,1298
1351,2.5,19,1411
1352,1.5,19,2108
1353,2,19,2109
1354,4,19,2160
1355,1.5,19,2371
1356,3,19,2378
1357,2.5,19,2948
1358,0.5,19,3868
1359,4,20,1
1360,5,20,39
1361,4,20,150
1362,4,20,161
1363,3.5,20,216
1364,4,20,260
1365,4.5,20,296
1366,4,20,344
1367,4.5,20,345
1368,3,20,364
1369,4,20,367
1370,3,20,370
1371,5,20,410
1372,4,20,480
1373,4.5,20,520
1374,4.5,20,551
1375,5,20,588
1376,3.5,20,595
1377,4,20,741
1378,3,20,780
1379,4.5,20,858
1380,4,20,899
1381,4,20,908
1382,4.5,20,911
1383,5,20,912
1384,4,20,915
1385,4,20,919
1386,5,20,920
1387,3.5,20,936
1388,4.5,20,946
1389,3,20,1025
1390,5,20,1028
1391,4,20,1031
1392,4.5,20,1080
1393,4.5,20,1136
1394,4.5,20,1148
1395,3.5,20,1196
1396,5,20,1197
1397,4,20,1210
1398,4,20,1220
1399,3.5,20,1221
1400,4.5,20,1230
1401,4,20,1234
1402,4,20,1265
1403,4.5,20,1270
1404,2.5,20,1422
1405,4,20,1485
1406,3.5,20,1517
1407,3.5,20,1527
1408,4,20,1566
1409,3,20,1573
1410,4,20,1580
1411,4,20,1588
1412,4.5,20,1617
1413,5,20,1682
1414,4,20,1688
1415,4,20,1701
1416,4,20,1704
1417,4.5,20,1732
1418,4,20,1907
1419,2.5,20,2010
1420,4,20,2078
1421,3.5,20,2081
1422,3,20,2087
1423,3,20,2089
1424,5,20,2124
1425,3,20,2141
1426,4,20,2174
1427,4,20,2291
1428,4.5,20,2294
1429,4,20,2325
1430,4,20,2355
1431,4,20,2394
1432,4.5,20,2571
1433,4,20,2617
1434,3,20,2628
1435,4.5,20,2657
1436,3,20,2687
1437,4.5,20,2700
1438,3,20,2701
1439,3.5,20,2716
1440,3.5,20,2746
1441,4,20,2843
1442,4,20,2959
1443,4.5,20,2987
1444,4,20,3000
1445,4,20,3033
1446,4,20,3034
1447,4.5,20,3114
